attempt_number,confidence_level,created_at,device_used,feedback_helpful_rating,feedback_viewed,is_correct,points_earned,reflection_submitted,reflection_text,response_id,response_time_seconds,scenario_id,selected_choice,session_id,student_id
2,Unsure,2025-06-08T13:21:00.000Z,desktop,4,true,false,0,false,I learned about two-factor setup,1556,203,20,2,sess_213331,10686
1,Unsure,2024-06-06T21:51:00.000Z,mobile,4,true,false,0,true,,1557,142,39,2,sess_279833,13684
2,Somewhat Sure,2025-11-12T07:25:00.000Z,tablet,,true,false,0,false,,1558,111,40,1,sess_206800,2211
2,Somewhat Sure,2025-03-02T07:39:00.000Z,tablet,,false,true,25,false,,1559,231,16,4,sess_468952,4883
2,Very Sure,2025-02-18T17:33:00.000Z,desktop,4,true,false,0,false,,1560,59,20,1,sess_345464,6793
2,Guessed,2025-01-27T11:22:00.000Z,mobile,,true,false,0,false,I learned about blocking and filtering,1561,99,24,4,sess_431544,11846
1,Unsure,2025-11-05T06:51:00.000Z,mobile,4,true,false,0,true,I learned about chat safety rules,1562,176,26,2,sess_961962,1797
2,Guessed,2024-08-05T22:14:00.000Z,mobile,4,false,false,0,true,I learned about terms of service review,1563,91,40,3,sess_228380,10177
2,Unsure,2025-11-02T07:33:00.000Z,mobile,5,true,true,25,false,I learned about profile privacy settings,1564,225,34,1,sess_246678,10994
1,Unsure,2025-01-07T07:38:00.000Z,desktop,4,true,false,0,false,,1565,121,3,3,sess_670840,7563
2,Somewhat Sure,2025-10-07T11:22:00.000Z,mobile,5,true,false,0,true,,1566,258,34,4,sess_249772,10650
2,Guessed,2025-03-24T11:07:00.000Z,mobile,5,false,false,0,true,,1567,169,15,2,sess_603617,1593
1,Very Sure,2024-09-13T20:47:00.000Z,tablet,,true,false,0,false,,1568,62,27,4,sess_973057,6841
1,Somewhat Sure,2025-11-02T19:02:00.000Z,mobile,,true,false,0,true,,1569,171,16,1,sess_301571,10178
2,Guessed,2024-08-21T13:17:00.000Z,tablet,,true,false,0,false,,1570,62,7,1,sess_819602,14238
1,Guessed,2025-11-02T16:07:00.000Z,desktop,,true,false,0,true,,1571,47,21,3,sess_245719,10637
1,Very Sure,2025-11-25T11:07:00.000Z,mobile,3,true,false,0,true,,1572,119,2,4,sess_797633,14188
1,Somewhat Sure,2024-06-01T06:56:00.000Z,tablet,3,false,true,40,false,,1573,206,22,2,sess_780366,5082
1,Somewhat Sure,2025-09-29T21:38:00.000Z,tablet,4,true,false,0,false,,1574,238,2,1,sess_875015,12694
2,Guessed,2025-01-22T20:51:00.000Z,desktop,,true,true,15,true,,1575,239,8,3,sess_818253,6509
1,Very Sure,2025-09-22T17:31:00.000Z,mobile,4,true,false,0,false,I learned about digital footprint check,1576,223,13,1,sess_408364,6214
1,Somewhat Sure,2026-01-01T10:51:00.000Z,tablet,4,true,false,0,true,,1577,291,31,3,sess_444690,14442
2,Very Sure,2025-08-23T14:26:00.000Z,mobile,4,false,true,25,false,,1578,207,37,4,sess_790800,13375
2,Unsure,2024-11-25T10:10:00.000Z,mobile,,false,false,0,false,,1579,240,11,4,sess_423829,462
2,Unsure,2025-07-25T09:41:00.000Z,mobile,4,true,true,15,false,I learned about screen time management,1580,212,14,1,sess_143264,935
1,Somewhat Sure,2025-10-14T22:51:00.000Z,mobile,5,true,false,0,true,,1581,160,14,2,sess_231569,13720
1,Somewhat Sure,2024-09-23T13:28:00.000Z,mobile,5,true,false,0,false,,1582,52,36,2,sess_387996,12631
2,Very Sure,2025-04-26T16:15:00.000Z,mobile,4,true,true,15,false,,1583,37,30,3,sess_433965,3667
2,Somewhat Sure,2025-11-18T21:57:00.000Z,desktop,4,true,false,0,false,,1584,52,36,3,sess_426569,979
2,Unsure,2025-02-01T15:53:00.000Z,tablet,4,true,false,0,false,I learned about suspicious link alert,1585,34,4,1,sess_114132,4599
1,Very Sure,2025-08-25T07:47:00.000Z,tablet,3,true,true,15,false,I learned about password strength check,1586,228,2,3,sess_866924,11759
2,Unsure,2025-11-02T08:07:00.000Z,mobile,,true,false,0,true,,1587,169,19,4,sess_870669,600
2,Unsure,2025-03-14T06:58:00.000Z,tablet,5,false,false,0,false,,1588,242,23,3,sess_371927,5108
2,Somewhat Sure,2025-07-19T12:05:00.000Z,tablet,3,false,false,0,false,,1589,270,20,1,sess_490807,12393
1,Very Sure,2025-06-05T08:10:00.000Z,desktop,,true,false,0,true,,1590,213,9,1,sess_286344,6437
2,Unsure,2024-08-05T18:04:00.000Z,desktop,4,false,false,0,false,I learned about report mechanisms,1591,190,23,4,sess_568839,6906
2,Guessed,2024-06-30T08:39:00.000Z,mobile,5,true,false,0,true,,1592,179,36,3,sess_481424,13337
2,Somewhat Sure,2025-02-24T09:19:00.000Z,tablet,,true,false,0,false,,1593,46,39,1,sess_371166,11014
2,Somewhat Sure,2024-08-15T09:51:00.000Z,desktop,4,true,true,40,false,,1594,221,28,4,sess_223500,5662
2,Unsure,2024-09-22T19:36:00.000Z,desktop,4,true,false,0,false,,1595,33,7,1,sess_763896,6429
2,Very Sure,2025-03-18T14:39:00.000Z,desktop,,true,false,0,false,,1596,141,29,3,sess_288380,3080
2,Very Sure,2024-10-04T21:16:00.000Z,desktop,3,true,false,0,false,I learned about two-factor setup,1597,85,20,4,sess_960901,1600
1,Very Sure,2024-12-12T10:02:00.000Z,mobile,,true,false,0,false,,1598,100,39,1,sess_981486,5144
1,Unsure,2025-05-17T13:17:00.000Z,desktop,,true,false,0,true,,1599,255,35,2,sess_738313,13295
1,Very Sure,2024-08-15T12:38:00.000Z,mobile,5,true,false,0,false,,1600,205,23,4,sess_300424,6574
2,Unsure,2024-09-03T15:32:00.000Z,mobile,4,true,false,0,true,,1601,298,8,2,sess_225147,3682
1,Guessed,2025-07-07T08:33:00.000Z,tablet,4,true,true,40,false,,1602,159,22,2,sess_733751,1744
2,Very Sure,2025-11-27T07:08:00.000Z,mobile,3,true,true,25,true,,1603,211,5,3,sess_797237,9621
1,Somewhat Sure,2025-03-02T08:52:00.000Z,mobile,5,true,true,25,false,,1604,88,34,1,sess_846846,5911
1,Somewhat Sure,2024-09-02T06:55:00.000Z,mobile,3,true,true,40,false,,1605,295,28,4,sess_678384,14816
2,Very Sure,2024-06-23T06:17:00.000Z,tablet,,true,false,0,false,,1606,70,19,1,sess_987221,4393
2,Somewhat Sure,2025-09-23T08:39:00.000Z,mobile,,true,false,0,true,I learned about scam recognition,1607,233,32,2,sess_801839,6947
2,Very Sure,2025-11-17T22:43:00.000Z,mobile,4,true,false,0,true,I learned about email attachment safety,1608,253,27,4,sess_126141,11949
2,Very Sure,2025-04-26T13:19:00.000Z,desktop,4,true,true,15,true,,1609,258,30,3,sess_287558,10497
2,Somewhat Sure,2025-08-12T08:17:00.000Z,desktop,5,true,false,0,true,,1610,271,19,4,sess_459504,7417
1,Very Sure,2025-08-22T21:43:00.000Z,mobile,4,true,false,0,false,,1611,154,37,1,sess_505556,13474
1,Somewhat Sure,2025-05-22T07:15:00.000Z,mobile,,false,true,15,false,I learned about two-factor setup,1612,52,20,3,sess_290573,12171
1,Somewhat Sure,2025-09-03T14:15:00.000Z,mobile,,true,false,0,false,,1613,47,27,2,sess_638577,14093
1,Unsure,2025-02-19T06:16:00.000Z,tablet,4,false,false,0,false,I learned about digital wellness check,1614,225,36,2,sess_975745,5958
1,Guessed,2024-08-15T17:33:00.000Z,desktop,4,true,false,0,false,,1615,163,38,3,sess_601009,8654
2,Somewhat Sure,2025-10-24T18:07:00.000Z,desktop,,true,true,25,false,,1616,150,18,4,sess_391201,11962
2,Somewhat Sure,2025-08-18T12:50:00.000Z,mobile,3,true,false,0,false,,1617,167,13,2,sess_695887,1569
1,Very Sure,2025-01-24T12:41:00.000Z,desktop,,true,false,0,false,,1618,260,23,4,sess_829693,11520
2,Very Sure,2025-11-04T16:23:00.000Z,mobile,4,true,false,0,true,,1619,170,37,3,sess_371672,13221
2,Unsure,2025-01-05T07:53:00.000Z,mobile,3,true,false,0,false,I learned about terms of service review,1620,69,40,1,sess_455602,5084
2,Somewhat Sure,2025-05-29T16:03:00.000Z,desktop,,false,true,15,false,,1621,155,35,1,sess_103791,12619
2,Very Sure,2025-09-03T19:27:00.000Z,desktop,3,false,false,0,true,,1622,149,35,2,sess_246428,6484
1,Very Sure,2025-12-21T20:01:00.000Z,tablet,,true,false,0,true,,1623,148,14,4,sess_351475,6132
1,Unsure,2025-07-07T16:53:00.000Z,desktop,3,true,true,25,false,,1624,148,16,4,sess_512972,3323
2,Very Sure,2025-03-27T07:27:00.000Z,mobile,,true,false,0,true,I learned about password manager usage,1625,215,29,3,sess_848559,6325
1,Somewhat Sure,2025-06-05T17:52:00.000Z,desktop,3,true,false,0,false,,1626,60,15,3,sess_103870,9328
2,Very Sure,2025-02-20T21:20:00.000Z,desktop,,true,true,25,false,,1627,296,9,4,sess_778953,10252
1,Somewhat Sure,2024-08-12T08:18:00.000Z,desktop,,true,false,0,false,,1628,237,34,3,sess_218476,12574
2,Somewhat Sure,2025-10-11T06:38:00.000Z,desktop,,true,false,0,false,,1629,87,35,2,sess_101198,5723
1,Unsure,2024-12-06T12:39:00.000Z,mobile,5,true,false,0,true,I learned about gaming safety,1630,259,15,2,sess_329468,3199
2,Guessed,2025-06-08T11:24:00.000Z,desktop,4,true,false,0,true,,1631,208,31,3,sess_997161,6069
1,Unsure,2025-08-13T08:16:00.000Z,tablet,5,false,false,0,true,,1632,107,25,4,sess_981235,9181
1,Unsure,2025-10-01T06:17:00.000Z,mobile,,true,false,0,false,,1633,219,35,4,sess_697322,1658
1,Guessed,2025-06-01T14:09:00.000Z,mobile,,false,true,25,false,I learned about account security setup,1634,234,12,3,sess_363388,10649
2,Very Sure,2024-07-13T09:40:00.000Z,tablet,5,true,false,0,false,,1635,49,31,1,sess_356059,11984
2,Somewhat Sure,2024-11-14T20:56:00.000Z,desktop,,true,false,0,false,I learned about digital footprint check,1636,84,13,4,sess_715242,8532
2,Unsure,2024-06-11T15:37:00.000Z,mobile,,true,false,0,false,,1637,81,37,3,sess_558410,7142
1,Guessed,2024-06-30T11:42:00.000Z,mobile,,false,true,40,true,,1638,205,22,2,sess_360325,8707
2,Somewhat Sure,2024-08-12T22:25:00.000Z,mobile,4,true,false,0,false,,1639,236,25,1,sess_422403,9523
2,Somewhat Sure,2024-11-23T21:42:00.000Z,mobile,3,true,false,0,false,,1640,91,13,1,sess_482736,3165
2,Unsure,2024-09-03T06:31:00.000Z,desktop,4,true,true,15,false,,1641,132,14,1,sess_614739,5745
1,Unsure,2025-06-16T11:40:00.000Z,tablet,4,true,false,0,true,,1642,106,5,1,sess_607726,6685
2,Somewhat Sure,2025-06-11T21:45:00.000Z,desktop,,true,true,25,false,,1643,44,21,2,sess_652706,7902
1,Unsure,2025-01-19T06:31:00.000Z,desktop,,true,true,25,false,,1644,134,34,1,sess_254470,6627
1,Guessed,2025-04-20T21:38:00.000Z,mobile,,true,false,0,true,,1645,220,6,4,sess_823289,12557
1,Very Sure,2025-04-01T10:01:00.000Z,mobile,5,true,false,0,false,I learned about malware prevention,1646,158,19,1,sess_714419,9538
2,Somewhat Sure,2025-02-12T14:56:00.000Z,desktop,4,true,false,0,true,I learned about malware prevention,1647,293,19,4,sess_880045,10772
1,Unsure,2024-12-30T11:27:00.000Z,tablet,,true,false,0,false,I learned about comment etiquette,1648,85,35,2,sess_153353,11221
2,Unsure,2025-12-25T14:09:00.000Z,mobile,3,true,false,0,false,,1649,182,20,2,sess_100460,589
2,Guessed,2025-05-05T09:07:00.000Z,tablet,5,true,false,0,true,,1650,69,22,1,sess_590359,5623
2,Very Sure,2025-04-07T20:52:00.000Z,desktop,,false,false,0,false,,1651,293,11,2,sess_152939,8594
2,Very Sure,2024-09-09T18:17:00.000Z,mobile,4,true,false,0,false,I learned about profile privacy settings,1652,279,34,4,sess_794797,8549
2,Somewhat Sure,2024-06-17T07:19:00.000Z,mobile,4,true,false,0,true,I learned about personal info sharing,1653,211,3,3,sess_454132,5742
2,Unsure,2025-01-22T22:45:00.000Z,mobile,,true,false,0,false,,1654,56,27,3,sess_608632,4718
2,Unsure,2025-02-25T13:51:00.000Z,desktop,,true,true,25,false,,1655,228,16,4,sess_990316,8766
1,Unsure,2024-11-07T12:35:00.000Z,mobile,,true,false,0,false,,1656,266,32,1,sess_162920,11081
2,Somewhat Sure,2025-01-29T07:02:00.000Z,mobile,4,true,false,0,false,,1657,297,21,4,sess_277510,4186
1,Unsure,2025-09-06T17:53:00.000Z,desktop,5,true,false,0,false,I learned about two-factor setup,1658,79,20,4,sess_672130,7328
1,Very Sure,2024-07-28T11:06:00.000Z,mobile,,true,false,0,false,,1659,35,38,2,sess_636751,8614
2,Unsure,2025-11-19T22:33:00.000Z,mobile,4,false,false,0,false,I learned about fake news recognition,1660,186,7,1,sess_738646,11386
1,Very Sure,2025-07-12T18:53:00.000Z,mobile,5,true,false,0,false,,1661,71,28,1,sess_256600,2252
2,Somewhat Sure,2025-11-08T07:52:00.000Z,desktop,3,true,false,0,false,,1662,203,15,2,sess_243381,9669
2,Unsure,2025-12-28T18:52:00.000Z,mobile,5,true,false,0,false,,1663,148,30,4,sess_546078,9064
1,Somewhat Sure,2024-07-27T10:16:00.000Z,desktop,5,true,false,0,false,,1664,164,26,3,sess_210379,8460
1,Somewhat Sure,2024-06-26T19:36:00.000Z,desktop,,false,true,15,true,I learned about report mechanisms,1665,34,23,2,sess_990041,6040
2,Unsure,2024-07-09T19:57:00.000Z,mobile,,true,false,0,false,,1666,100,2,1,sess_541637,13471
1,Very Sure,2025-08-31T11:04:00.000Z,mobile,4,true,true,40,false,,1667,104,40,4,sess_781130,6782
2,Guessed,2024-10-23T13:34:00.000Z,mobile,4,true,false,0,false,I learned about password manager usage,1668,129,29,1,sess_882900,6711
2,Somewhat Sure,2024-11-20T08:13:00.000Z,desktop,,false,false,0,false,,1669,197,37,2,sess_292147,9253
1,Very Sure,2025-02-18T06:11:00.000Z,mobile,4,true,false,0,false,,1670,290,30,2,sess_556052,4997
1,Somewhat Sure,2025-04-05T08:11:00.000Z,mobile,,true,true,15,false,I learned about personal info sharing,1671,74,3,1,sess_104250,6405
2,Somewhat Sure,2025-07-14T11:38:00.000Z,mobile,3,true,true,25,true,I learned about profile privacy settings,1672,252,34,1,sess_307800,2469
2,Very Sure,2025-08-21T20:14:00.000Z,mobile,5,true,false,0,false,I learned about blocking and filtering,1673,265,24,3,sess_308029,12252
1,Very Sure,2025-10-22T15:11:00.000Z,desktop,,true,false,0,false,,1674,253,29,3,sess_427482,967
1,Unsure,2025-07-08T06:23:00.000Z,tablet,4,true,true,25,false,I learned about phishing email detection,1675,68,1,4,sess_445991,3490
2,Unsure,2024-12-21T09:30:00.000Z,desktop,,true,false,0,false,I learned about account security setup,1676,86,12,2,sess_365217,10833
1,Unsure,2025-01-29T22:24:00.000Z,mobile,,true,false,0,false,I learned about account security setup,1677,38,12,4,sess_182953,7481
2,Somewhat Sure,2024-06-30T11:45:00.000Z,desktop,4,true,false,0,false,,1678,136,39,1,sess_524516,7824
2,Somewhat Sure,2025-09-30T07:50:00.000Z,desktop,3,true,false,0,false,I learned about terms of service review,1679,67,40,3,sess_745526,5362
2,Unsure,2025-09-17T22:00:00.000Z,mobile,,false,false,0,true,,1680,116,39,2,sess_901123,9877
1,Somewhat Sure,2024-06-21T08:02:00.000Z,mobile,4,false,false,0,false,,1681,211,3,4,sess_390998,8890
2,Very Sure,2025-02-27T09:44:00.000Z,tablet,5,false,false,0,true,,1682,204,1,3,sess_707893,2212
1,Very Sure,2025-09-29T16:59:00.000Z,desktop,5,true,false,0,false,,1683,180,37,3,sess_155389,7623
2,Unsure,2025-01-28T16:18:00.000Z,mobile,,true,false,0,false,,1684,171,36,1,sess_329590,652
2,Unsure,2025-06-11T12:36:00.000Z,mobile,,false,true,25,false,,1685,99,15,4,sess_526578,877
2,Somewhat Sure,2025-04-06T08:14:00.000Z,mobile,3,true,false,0,true,,1686,50,3,2,sess_907218,2036
1,Guessed,2024-11-03T19:09:00.000Z,mobile,5,true,true,15,false,I learned about screen time management,1687,48,14,1,sess_843409,4196
2,Guessed,2025-04-05T20:30:00.000Z,desktop,3,true,false,0,false,,1688,169,26,3,sess_687037,8883
2,Very Sure,2024-07-17T12:51:00.000Z,desktop,,true,false,0,false,,1689,267,13,2,sess_649611,8941
2,Unsure,2025-05-17T15:43:00.000Z,mobile,3,true,true,15,false,,1690,179,36,4,sess_312331,7725
1,Guessed,2024-10-03T13:32:00.000Z,mobile,,true,false,0,false,,1691,240,21,3,sess_291077,6779
2,Unsure,2025-03-07T06:26:00.000Z,desktop,5,true,false,0,false,,1692,166,2,2,sess_427015,1013
2,Very Sure,2024-11-21T22:19:00.000Z,tablet,5,true,false,0,false,I learned about scam recognition,1693,246,32,1,sess_812006,11039
1,Somewhat Sure,2025-10-13T10:27:00.000Z,mobile,5,true,false,0,true,,1694,188,32,4,sess_951820,7687
1,Very Sure,2025-01-26T14:33:00.000Z,desktop,,true,true,15,true,I learned about two-factor setup,1695,53,20,3,sess_726893,10298
1,Somewhat Sure,2025-08-30T08:52:00.000Z,mobile,3,true,true,15,false,,1696,243,17,3,sess_133840,1576
1,Somewhat Sure,2025-06-08T12:01:00.000Z,desktop,,true,false,0,false,,1697,251,5,2,sess_754362,638
1,Somewhat Sure,2025-09-01T07:03:00.000Z,mobile,4,true,false,0,false,,1698,176,28,3,sess_770517,7535
1,Very Sure,2024-09-25T16:36:00.000Z,desktop,4,false,false,0,false,,1699,86,5,1,sess_242713,4051
2,Unsure,2025-01-11T20:23:00.000Z,mobile,,true,true,25,true,,1700,130,16,4,sess_791267,10819
1,Very Sure,2024-09-26T16:14:00.000Z,desktop,,true,true,40,true,,1701,79,7,4,sess_541346,3940
2,Somewhat Sure,2024-11-08T08:39:00.000Z,tablet,,true,false,0,false,,1702,270,36,2,sess_950369,5418
1,Somewhat Sure,2024-08-15T07:08:00.000Z,mobile,3,true,false,0,false,,1703,171,14,2,sess_437141,11376
2,Unsure,2024-08-23T20:34:00.000Z,desktop,,true,false,0,false,,1704,50,14,3,sess_109757,10846
1,Unsure,2025-01-09T08:40:00.000Z,mobile,,true,false,0,false,,1705,267,36,3,sess_643443,10987
2,Unsure,2024-11-16T20:50:00.000Z,mobile,5,true,false,0,false,,1706,66,2,2,sess_879486,9832
1,Unsure,2024-10-17T16:52:00.000Z,mobile,5,true,true,25,false,,1707,297,27,1,sess_327576,1680
2,Somewhat Sure,2025-06-13T06:00:00.000Z,mobile,5,true,false,0,true,,1708,183,7,2,sess_107258,4745
1,Unsure,2025-04-15T15:00:00.000Z,mobile,5,true,false,0,false,,1709,269,10,2,sess_535069,14114
1,Somewhat Sure,2025-09-26T13:25:00.000Z,mobile,3,true,false,0,false,,1710,48,28,3,sess_415848,8024
2,Very Sure,2024-08-19T15:35:00.000Z,desktop,5,false,false,0,false,,1711,145,33,2,sess_538934,4164
1,Somewhat Sure,2025-05-01T16:51:00.000Z,mobile,4,true,true,15,true,,1712,241,11,1,sess_136851,12073
1,Somewhat Sure,2025-07-18T20:39:00.000Z,desktop,,false,false,0,false,,1713,139,2,1,sess_986404,14887
2,Somewhat Sure,2025-03-26T22:22:00.000Z,tablet,3,true,true,25,false,,1714,67,25,3,sess_651136,2807
1,Very Sure,2025-01-24T11:41:00.000Z,desktop,3,true,false,0,false,I learned about website credibility,1715,104,28,3,sess_400589,11622
2,Unsure,2024-12-15T22:12:00.000Z,mobile,,false,false,0,false,,1716,93,37,3,sess_504065,14033
1,Somewhat Sure,2025-02-16T21:45:00.000Z,mobile,,true,false,0,false,,1717,38,33,2,sess_712333,13936
2,Unsure,2024-07-25T09:40:00.000Z,mobile,,true,false,0,false,I learned about software updates,1718,220,31,1,sess_172215,6572
2,Somewhat Sure,2025-08-15T11:08:00.000Z,mobile,,true,false,0,false,I learned about report mechanisms,1719,36,23,4,sess_278991,13612
1,Unsure,2025-12-15T13:52:00.000Z,desktop,3,true,false,0,false,,1720,217,22,3,sess_204999,11072
1,Somewhat Sure,2025-07-15T20:33:00.000Z,desktop,5,true,false,0,false,I learned about screen time management,1721,241,14,2,sess_547598,9575
2,Very Sure,2024-06-11T06:03:00.000Z,desktop,4,true,true,15,false,,1722,70,2,3,sess_805663,12528
1,Very Sure,2025-03-19T07:12:00.000Z,tablet,5,true,false,0,false,I learned about chat safety rules,1723,235,26,4,sess_539520,7046
1,Unsure,2024-12-14T12:05:00.000Z,mobile,4,true,false,0,true,I learned about cyberbullying response,1724,181,5,4,sess_940977,8785
1,Guessed,2024-07-25T12:47:00.000Z,mobile,3,true,false,0,false,,1725,121,35,4,sess_919758,9594
1,Somewhat Sure,2025-09-05T17:46:00.000Z,desktop,,true,false,0,false,,1726,271,21,4,sess_703211,7249
1,Very Sure,2024-10-31T22:28:00.000Z,tablet,,true,true,25,false,I learned about suspicious link alert,1727,75,4,4,sess_481269,1760
2,Somewhat Sure,2025-07-22T21:22:00.000Z,mobile,5,true,true,40,true,,1728,158,40,4,sess_397918,8890
1,Unsure,2025-12-31T13:17:00.000Z,mobile,,true,false,0,false,I learned about personal info sharing,1729,180,3,2,sess_323664,2016
2,Somewhat Sure,2025-04-19T20:39:00.000Z,mobile,5,true,false,0,false,,1730,238,18,2,sess_734541,640
2,Unsure,2025-06-12T10:20:00.000Z,desktop,,true,false,0,false,,1731,43,26,3,sess_637220,11209
1,Somewhat Sure,2025-03-19T09:40:00.000Z,desktop,5,true,true,40,true,,1732,59,22,2,sess_429571,7557
2,Guessed,2025-04-30T11:46:00.000Z,mobile,5,false,false,0,false,,1733,113,37,1,sess_448871,3501
1,Somewhat Sure,2024-09-28T10:13:00.000Z,mobile,4,true,false,0,false,I learned about two-factor setup,1734,236,20,2,sess_857996,14158
2,Unsure,2025-11-14T16:41:00.000Z,mobile,,true,false,0,false,I learned about video call security,1735,108,17,1,sess_804150,14548
2,Somewhat Sure,2025-09-25T14:09:00.000Z,tablet,5,false,true,25,false,I learned about profile privacy settings,1736,149,34,1,sess_809068,814
1,Somewhat Sure,2026-01-02T15:56:00.000Z,mobile,,true,false,0,false,,1737,280,28,2,sess_739155,13392
2,Somewhat Sure,2024-12-07T10:26:00.000Z,tablet,3,true,false,0,false,I learned about suspicious link alert,1738,98,4,1,sess_759860,10290
2,Very Sure,2025-05-01T22:35:00.000Z,mobile,,true,true,25,false,,1739,218,13,3,sess_913365,12205
1,Somewhat Sure,2024-07-09T19:12:00.000Z,mobile,,true,false,0,true,,1740,117,39,1,sess_782120,8642
2,Somewhat Sure,2025-12-20T21:46:00.000Z,desktop,,true,false,0,false,,1741,114,24,1,sess_171064,9135
1,Very Sure,2024-07-31T15:27:00.000Z,mobile,4,false,false,0,false,I learned about password manager usage,1742,131,29,3,sess_638305,7213
2,Somewhat Sure,2024-10-19T07:32:00.000Z,tablet,5,true,false,0,false,,1743,128,33,1,sess_808797,13976
2,Somewhat Sure,2024-10-30T21:16:00.000Z,mobile,4,true,false,0,false,I learned about chat safety rules,1744,203,26,2,sess_456308,9845
1,Unsure,2025-12-22T11:19:00.000Z,tablet,5,true,false,0,true,,1745,192,34,3,sess_787285,14475
1,Very Sure,2025-12-07T16:35:00.000Z,desktop,,true,false,0,false,,1746,31,4,1,sess_411218,9952
2,Very Sure,2025-08-14T08:48:00.000Z,mobile,3,true,false,0,true,,1747,144,22,1,sess_246476,9991
2,Very Sure,2025-12-18T17:21:00.000Z,mobile,,true,true,25,false,,1748,261,12,3,sess_726164,28
2,Unsure,2024-09-29T16:55:00.000Z,mobile,5,true,false,0,false,,1749,163,39,3,sess_995769,6399
2,Somewhat Sure,2024-10-06T22:29:00.000Z,desktop,5,true,false,0,true,I learned about copyright understanding,1750,117,39,3,sess_842594,8529
1,Somewhat Sure,2025-12-26T14:17:00.000Z,desktop,,true,true,40,true,,1751,177,40,4,sess_834330,9463
2,Unsure,2025-10-01T14:14:00.000Z,desktop,,true,false,0,false,,1752,266,38,4,sess_800502,7217
1,Somewhat Sure,2024-07-15T10:51:00.000Z,mobile,,true,false,0,false,,1753,230,12,4,sess_258120,5383
2,Very Sure,2025-11-17T16:08:00.000Z,desktop,,false,false,0,false,,1754,150,10,3,sess_512552,4447
1,Somewhat Sure,2025-12-20T10:20:00.000Z,mobile,,true,false,0,false,,1755,49,19,2,sess_206822,10459
2,Somewhat Sure,2025-12-20T06:59:00.000Z,mobile,5,true,false,0,true,I learned about app permission review,1756,211,9,3,sess_695667,12896
1,Very Sure,2025-11-11T18:27:00.000Z,mobile,3,true,false,0,false,,1757,135,16,2,sess_407018,8724
2,Somewhat Sure,2025-05-20T12:20:00.000Z,desktop,5,false,false,0,true,,1758,89,32,4,sess_741146,2662
2,Very Sure,2025-06-18T12:20:00.000Z,desktop,4,true,false,0,false,,1759,91,7,1,sess_945325,11705
2,Very Sure,2025-08-23T06:50:00.000Z,mobile,4,true,false,0,true,,1760,75,36,1,sess_329082,10998
1,Somewhat Sure,2024-07-27T09:22:00.000Z,tablet,5,true,false,0,false,,1761,78,31,2,sess_193224,8494
1,Very Sure,2025-11-25T17:45:00.000Z,mobile,5,true,false,0,false,,1762,191,27,4,sess_113404,3108
1,Somewhat Sure,2025-04-15T19:50:00.000Z,mobile,,true,false,0,false,,1763,56,24,3,sess_852231,3035
2,Somewhat Sure,2025-05-17T22:32:00.000Z,mobile,4,true,false,0,false,I learned about two-factor setup,1764,198,20,4,sess_670844,3326
2,Very Sure,2025-05-08T18:20:00.000Z,mobile,4,false,true,15,false,,1765,282,20,3,sess_980843,6226
2,Somewhat Sure,2024-12-05T21:24:00.000Z,mobile,3,true,false,0,false,,1766,129,5,4,sess_223825,1096
1,Somewhat Sure,2025-09-16T21:51:00.000Z,desktop,,true,false,0,false,,1767,149,2,1,sess_322386,11496
1,Unsure,2025-04-19T17:53:00.000Z,desktop,,false,false,0,false,,1768,299,30,2,sess_848225,14905
2,Somewhat Sure,2025-10-14T08:36:00.000Z,mobile,4,true,true,25,false,,1769,177,9,4,sess_225403,8828
1,Somewhat Sure,2025-02-14T09:02:00.000Z,desktop,3,true,false,0,false,I learned about blocking and filtering,1770,64,24,1,sess_521674,12788
1,Somewhat Sure,2024-08-25T13:00:00.000Z,tablet,,true,true,25,false,I learned about content sharing decision,1771,181,25,3,sess_551895,1307
2,Very Sure,2025-09-17T22:51:00.000Z,desktop,,true,true,40,true,,1772,248,38,1,sess_335377,10793
2,Somewhat Sure,2024-09-12T19:39:00.000Z,mobile,4,true,false,0,false,,1773,107,19,1,sess_913754,14706
1,Unsure,2024-09-19T19:26:00.000Z,tablet,5,true,false,0,false,,1774,80,12,2,sess_269244,4854
2,Very Sure,2025-06-27T18:22:00.000Z,mobile,,true,true,25,false,I learned about scam recognition,1775,224,32,3,sess_451438,8696
2,Somewhat Sure,2025-07-26T21:45:00.000Z,mobile,,false,false,0,false,,1776,201,13,2,sess_810392,333
2,Unsure,2024-12-08T08:18:00.000Z,desktop,,true,false,0,false,,1777,215,2,2,sess_659808,3038
2,Unsure,2025-09-12T17:50:00.000Z,desktop,4,true,false,0,false,,1778,219,5,1,sess_988937,11747
1,Unsure,2025-04-10T19:49:00.000Z,desktop,4,true,true,25,true,,1779,46,5,3,sess_912356,12922
2,Unsure,2024-11-23T16:44:00.000Z,mobile,4,true,false,0,false,,1780,80,5,1,sess_486208,8413
2,Somewhat Sure,2024-06-25T10:59:00.000Z,mobile,,false,false,0,false,,1781,77,2,1,sess_330598,7617
2,Unsure,2024-10-15T08:11:00.000Z,desktop,4,true,false,0,false,,1782,256,6,4,sess_143520,4159
2,Very Sure,2024-10-14T19:18:00.000Z,tablet,,true,false,0,true,I learned about website credibility,1783,232,28,1,sess_200096,2370
