answer_changed,attempt_id,confidence_level,created_at,flagged_for_review,hint_used,is_correct,points_awarded,question_id,response_id,selected_option_id,time_taken_seconds
false,9181,Confident,2025-11-28T12:39:44.000Z,false,true,true,2,437,45902,1747,6
false,9181,Confident,2025-11-28T12:35:58.000Z,false,false,false,0,438,45903,1751,12
false,9181,Confident,2025-11-28T12:35:47.000Z,false,false,false,0,439,45904,1753,43
false,9181,Confident,2025-11-28T12:36:27.000Z,false,false,false,0,440,45905,1760,62
false,9182,Confident,2024-06-20T21:13:18.000Z,false,true,false,0,21,45906,84,57
false,9182,Confident,2024-06-20T21:14:23.000Z,false,false,false,0,22,45907,88,43
true,9182,Very Confident,2024-06-20T21:13:16.000Z,false,false,false,0,23,45908,89,59
false,9182,Confident,2024-06-20T21:11:13.000Z,false,false,true,3,24,45909,93,76
false,9182,Unsure,2024-06-20T21:13:08.000Z,false,false,false,0,25,45910,97,18
false,9183,Unsure,2025-11-02T20:18:00.000Z,false,false,false,0,366,45911,1464,80
false,9183,Confident,2025-11-02T20:15:49.000Z,false,false,true,1,367,45912,1466,54
false,9183,Very Confident,2025-11-02T20:14:21.000Z,false,false,true,2,368,45913,1469,24
false,9183,Confident,2025-11-02T20:18:32.000Z,false,false,true,3,369,45914,1473,73
true,9183,Guessed,2025-11-02T20:14:49.000Z,false,false,false,0,370,45915,1477,43
false,9184,Unsure,2025-08-17T11:08:42.000Z,false,false,false,0,391,45916,1564,11
false,9184,Very Confident,2025-08-17T11:11:13.000Z,false,false,false,0,392,45917,1566,65
false,9184,Confident,2025-08-17T11:09:17.000Z,false,false,false,0,393,45918,1571,50
false,9184,Confident,2025-08-17T11:11:55.000Z,false,false,false,0,394,45919,1573,34
false,9184,Confident,2025-08-17T11:07:57.000Z,false,false,true,1,395,45920,1577,70
false,9185,Confident,2024-09-02T12:33:26.000Z,false,false,true,1,491,45921,1961,33
false,9185,Confident,2024-09-02T12:30:40.000Z,true,false,false,0,492,45922,1965,5
true,9185,Confident,2024-09-02T12:33:02.000Z,false,false,false,0,493,45923,1970,60
false,9185,Unsure,2024-09-02T12:34:23.000Z,false,false,false,0,494,45924,1974,85
false,9185,Unsure,2024-09-02T12:33:49.000Z,false,false,false,0,495,45925,1978,29
false,9186,Unsure,2025-02-15T23:00:39.000Z,false,false,false,0,536,45926,2144,77
false,9186,Confident,2025-02-15T22:59:10.000Z,false,true,false,0,537,45927,2145,51
false,9186,Unsure,2025-02-15T22:57:33.000Z,false,true,false,0,538,45928,2152,56
false,9186,Confident,2025-02-15T22:58:55.000Z,false,false,false,0,539,45929,2153,11
false,9186,Confident,2025-02-15T23:01:07.000Z,false,false,false,0,540,45930,2157,64
false,9187,Unsure,2024-12-28T16:36:21.000Z,false,false,false,0,326,45931,1303,36
false,9187,Confident,2024-12-28T16:33:57.000Z,false,false,true,3,327,45932,1305,73
false,9187,Confident,2024-12-28T16:37:34.000Z,false,false,false,0,328,45933,1312,49
false,9187,Guessed,2024-12-28T16:36:53.000Z,false,false,false,0,329,45934,1313,52
true,9187,Confident,2024-12-28T16:36:15.000Z,false,false,true,2,330,45935,1319,45
false,9188,Confident,2024-10-06T06:18:07.000Z,true,false,false,0,506,45936,2024,50
false,9188,Unsure,2024-10-06T06:15:41.000Z,false,false,false,0,507,45937,2025,17
false,9188,Very Confident,2024-10-06T06:16:27.000Z,false,false,false,0,508,45938,2032,89
true,9188,Confident,2024-10-06T06:18:51.000Z,false,false,true,3,509,45939,2035,55
false,9188,Confident,2024-10-06T06:16:30.000Z,false,false,false,0,510,45940,2037,75
false,9189,Guessed,2025-10-10T07:18:29.000Z,false,false,true,3,221,45941,881,10
false,9189,Confident,2025-10-10T07:18:35.000Z,false,true,false,0,222,45942,888,5
false,9189,Unsure,2025-10-10T07:17:32.000Z,false,false,true,1,223,45943,889,16
false,9189,Unsure,2025-10-10T07:17:08.000Z,false,false,false,0,224,45944,893,9
false,9189,Unsure,2025-10-10T07:16:21.000Z,false,false,false,0,225,45945,897,59
false,9190,Confident,2025-11-26T18:56:50.000Z,false,false,false,0,16,45946,64,61
false,9190,Unsure,2025-11-26T18:55:20.000Z,false,false,false,0,17,45947,67,5
false,9190,Very Confident,2025-11-26T18:56:41.000Z,false,false,true,1,18,45948,72,8
false,9190,Very Confident,2025-11-26T18:56:37.000Z,false,false,false,0,19,45949,73,89
false,9190,Very Confident,2025-11-26T18:53:43.000Z,false,false,false,0,20,45950,77,36
false,9191,Very Confident,2024-11-10T10:16:10.000Z,false,false,false,0,421,45951,1683,29
false,9191,Unsure,2024-11-10T10:13:59.000Z,false,true,false,0,422,45952,1687,13
false,9191,Confident,2024-11-10T10:16:54.000Z,false,false,false,0,423,45953,1692,66
false,9191,Confident,2024-11-10T10:15:41.000Z,false,false,false,0,424,45954,1694,73
true,9191,Unsure,2024-11-10T10:12:40.000Z,false,false,true,2,425,45955,1700,26
false,9192,Guessed,2025-07-27T13:05:04.000Z,false,false,false,0,241,45956,962,19
false,9192,Guessed,2025-07-27T13:04:15.000Z,false,false,true,2,242,45957,967,76
false,9192,Confident,2025-07-27T13:02:05.000Z,false,false,true,2,243,45958,971,57
false,9192,Confident,2025-07-27T13:02:28.000Z,false,false,false,0,244,45959,975,36
true,9192,Confident,2025-07-27T13:05:11.000Z,false,false,true,2,245,45960,978,81
false,9193,Unsure,2024-08-03T12:00:27.000Z,false,true,true,3,391,45961,1561,49
false,9193,Confident,2024-08-03T11:59:51.000Z,false,false,true,3,392,45962,1568,15
false,9193,Unsure,2024-08-03T12:00:46.000Z,false,false,false,0,393,45963,1571,20
false,9193,Guessed,2024-08-03T12:03:37.000Z,false,false,true,1,394,45964,1575,89
false,9193,Confident,2024-08-03T12:01:14.000Z,false,false,false,0,395,45965,1579,31
false,9194,Confident,2024-10-13T20:08:41.000Z,false,false,false,0,451,45966,1803,26
false,9194,Unsure,2024-10-13T20:11:23.000Z,false,true,false,0,452,45967,1806,25
false,9194,Very Confident,2024-10-13T20:07:22.000Z,false,false,false,0,453,45968,1812,55
false,9194,Guessed,2024-10-13T20:11:55.000Z,false,false,true,1,454,45969,1813,45
false,9194,Very Confident,2024-10-13T20:08:41.000Z,false,false,true,3,455,45970,1820,42
false,9195,Unsure,2025-05-07T20:48:15.000Z,false,false,true,3,536,45971,2143,55
false,9195,Confident,2025-05-07T20:49:25.000Z,false,false,false,0,537,45972,2146,76
true,9195,Very Confident,2025-05-07T20:48:51.000Z,false,true,false,0,538,45973,2149,29
false,9195,Confident,2025-05-07T20:49:18.000Z,false,false,false,0,539,45974,2154,51
false,9195,Confident,2025-05-07T20:49:33.000Z,false,false,false,0,540,45975,2160,39
false,9196,Confident,2025-04-08T14:52:02.000Z,false,false,false,0,81,45976,322,73
false,9196,Confident,2025-04-08T14:55:49.000Z,false,false,false,0,82,45977,326,49
false,9196,Guessed,2025-04-08T14:51:55.000Z,false,false,false,0,83,45978,330,39
false,9196,Guessed,2025-04-08T14:53:42.000Z,false,false,true,3,84,45979,334,32
true,9196,Guessed,2025-04-08T14:52:59.000Z,false,false,true,2,85,45980,338,16
false,9197,Very Confident,2025-11-12T17:10:21.000Z,false,false,false,0,166,45981,664,28
false,9197,Confident,2025-11-12T17:09:34.000Z,true,false,false,0,167,45982,666,26
false,9197,Confident,2025-11-12T17:09:20.000Z,false,false,false,0,168,45983,669,40
false,9197,Unsure,2025-11-12T17:09:11.000Z,false,false,false,0,169,45984,673,61
false,9197,Unsure,2025-11-12T17:08:00.000Z,false,false,true,3,170,45985,679,30
false,9198,Unsure,2024-11-20T19:39:31.000Z,false,true,false,0,211,45986,841,85
false,9198,Unsure,2024-11-20T19:35:15.000Z,false,false,false,0,212,45987,848,53
false,9198,Confident,2024-11-20T19:38:46.000Z,false,false,false,0,213,45988,850,71
false,9198,Very Confident,2024-11-20T19:36:44.000Z,false,false,true,1,214,45989,853,11
false,9198,Confident,2024-11-20T19:38:44.000Z,false,false,false,0,215,45990,858,62
false,9199,Unsure,2024-09-16T14:46:42.000Z,false,true,true,2,126,45991,502,36
false,9199,Unsure,2024-09-16T14:45:11.000Z,false,false,false,0,127,45992,508,20
false,9199,Very Confident,2024-09-16T14:45:42.000Z,false,false,false,0,128,45993,510,40
false,9199,Confident,2024-09-16T14:45:06.000Z,false,false,false,0,129,45994,513,66
false,9199,Confident,2024-09-16T14:45:21.000Z,false,false,false,0,130,45995,517,70
false,9200,Unsure,2024-07-19T13:53:50.000Z,false,false,false,0,146,45996,584,81
false,9200,Guessed,2024-07-19T13:57:00.000Z,false,false,false,0,147,45997,586,88
false,9200,Unsure,2024-07-19T13:56:25.000Z,false,false,false,0,148,45998,592,11
false,9200,Confident,2024-07-19T13:53:53.000Z,false,false,false,0,149,45999,594,75
false,9200,Guessed,2024-07-19T13:55:54.000Z,false,false,false,0,150,46000,597,86
false,9201,Confident,2025-07-22T07:50:52.000Z,false,false,true,2,211,46001,843,61
false,9201,Guessed,2025-07-22T07:49:38.000Z,false,false,true,1,212,46002,846,47
false,9201,Unsure,2025-07-22T07:51:46.000Z,true,false,true,1,213,46003,849,22
false,9201,Unsure,2025-07-22T07:50:14.000Z,false,false,false,0,214,46004,856,39
false,9201,Guessed,2025-07-22T07:51:29.000Z,false,false,false,0,215,46005,858,37
false,9202,Confident,2024-10-08T09:03:40.000Z,false,true,false,0,141,46006,562,79
false,9202,Unsure,2024-10-08T09:05:44.000Z,false,false,false,0,142,46007,567,82
false,9202,Very Confident,2024-10-08T09:03:54.000Z,false,false,true,3,143,46008,569,6
false,9202,Unsure,2024-10-08T09:06:09.000Z,true,false,false,0,144,46009,576,11
false,9202,Guessed,2024-10-08T09:06:43.000Z,false,false,false,0,145,46010,579,47
false,9203,Confident,2025-09-20T14:23:22.000Z,false,false,false,0,191,46011,762,63
false,9203,Confident,2025-09-20T14:21:59.000Z,false,false,false,0,192,46012,766,22
false,9203,Confident,2025-09-20T14:23:02.000Z,false,false,false,0,193,46013,772,15
false,9203,Unsure,2025-09-20T14:24:21.000Z,false,false,false,0,194,46014,775,44
false,9203,Confident,2025-09-20T14:21:01.000Z,false,true,true,1,195,46015,780,20
true,9204,Very Confident,2024-12-24T21:49:57.000Z,false,false,false,0,141,46016,562,51
false,9204,Very Confident,2024-12-24T21:51:13.000Z,false,true,false,0,142,46017,566,44
false,9204,Confident,2024-12-24T21:51:08.000Z,false,false,true,3,143,46018,569,76
false,9204,Very Confident,2024-12-24T21:52:24.000Z,false,false,true,1,144,46019,575,14
false,9204,Confident,2024-12-24T21:51:45.000Z,false,false,false,0,145,46020,577,61
false,9205,Unsure,2025-07-25T15:37:53.000Z,false,true,false,0,311,46021,1243,8
false,9205,Very Confident,2025-07-25T15:38:40.000Z,false,false,false,0,312,46022,1248,58
false,9205,Confident,2025-07-25T15:36:59.000Z,false,false,false,0,313,46023,1252,50
false,9205,Very Confident,2025-07-25T15:38:26.000Z,false,false,false,0,314,46024,1253,16
false,9205,Unsure,2025-07-25T15:37:52.000Z,false,false,false,0,315,46025,1260,79
false,9206,Unsure,2025-07-24T22:09:40.000Z,false,false,true,1,591,46026,2364,89
false,9206,Confident,2025-07-24T22:07:43.000Z,false,false,false,0,592,46027,2365,75
false,9206,Unsure,2025-07-24T22:10:10.000Z,false,false,false,0,593,46028,2369,19
false,9206,Unsure,2025-07-24T22:07:25.000Z,false,false,true,1,594,46029,2373,82
false,9206,Confident,2025-07-24T22:11:03.000Z,false,false,false,0,595,46030,2377,82
true,9207,Confident,2025-02-21T19:36:42.000Z,false,false,true,2,181,46031,724,54
false,9207,Confident,2025-02-21T19:33:37.000Z,true,false,false,0,182,46032,725,37
false,9207,Confident,2025-02-21T19:33:59.000Z,false,false,true,1,183,46033,732,43
false,9207,Unsure,2025-02-21T19:35:11.000Z,false,false,false,0,184,46034,733,69
false,9207,Unsure,2025-02-21T19:35:39.000Z,false,false,false,0,185,46035,738,44
true,9208,Confident,2025-01-23T21:23:10.000Z,false,true,false,0,236,46036,942,58
false,9208,Very Confident,2025-01-23T21:23:13.000Z,false,false,true,3,237,46037,945,59
true,9208,Unsure,2025-01-23T21:22:44.000Z,false,false,false,0,238,46038,949,77
false,9208,Confident,2025-01-23T21:20:54.000Z,false,true,true,1,239,46039,956,43
false,9208,Very Confident,2025-01-23T21:24:47.000Z,false,false,true,2,240,46040,960,16
false,9209,Confident,2024-12-25T07:51:47.000Z,false,false,true,2,446,46041,1783,11
false,9209,Confident,2024-12-25T07:52:42.000Z,false,true,false,0,447,46042,1787,16
false,9209,Unsure,2024-12-25T07:49:26.000Z,false,false,false,0,448,46043,1791,47
false,9209,Confident,2024-12-25T07:52:23.000Z,false,false,false,0,449,46044,1794,79
false,9209,Confident,2024-12-25T07:49:52.000Z,false,false,false,0,450,46045,1800,53
false,9210,Very Confident,2024-12-05T10:08:31.000Z,false,false,false,0,166,46046,664,85
false,9210,Confident,2024-12-05T10:10:03.000Z,false,false,true,3,167,46047,665,24
false,9210,Very Confident,2024-12-05T10:10:17.000Z,false,false,true,1,168,46048,672,7
false,9210,Very Confident,2024-12-05T10:08:48.000Z,false,false,false,0,169,46049,674,70
false,9210,Unsure,2024-12-05T10:10:08.000Z,false,false,false,0,170,46050,678,41
true,9211,Confident,2024-07-06T10:40:04.000Z,false,true,false,0,201,46051,802,55
false,9211,Unsure,2024-07-06T10:41:50.000Z,false,false,false,0,202,46052,806,59
false,9211,Very Confident,2024-07-06T10:38:18.000Z,false,false,true,1,203,46053,810,35
false,9211,Confident,2024-07-06T10:42:39.000Z,false,false,false,0,204,46054,814,67
false,9211,Confident,2024-07-06T10:41:40.000Z,false,true,false,0,205,46055,818,59
false,9212,Confident,2025-12-08T12:10:38.000Z,false,false,false,0,501,46056,2001,25
false,9212,Unsure,2025-12-08T12:09:16.000Z,false,false,false,0,502,46057,2006,78
false,9212,Very Confident,2025-12-08T12:09:27.000Z,false,false,true,1,503,46058,2009,88
true,9212,Unsure,2025-12-08T12:08:28.000Z,false,false,false,0,504,46059,2016,65
false,9212,Unsure,2025-12-08T12:09:14.000Z,false,false,false,0,505,46060,2020,37
false,9213,Unsure,2025-08-23T13:32:52.000Z,false,false,true,1,281,46061,1121,88
false,9213,Confident,2025-08-23T13:32:38.000Z,false,false,false,0,282,46062,1128,13
false,9213,Guessed,2025-08-23T13:33:16.000Z,false,false,true,3,283,46063,1130,5
false,9213,Confident,2025-08-23T13:34:16.000Z,false,false,false,0,284,46064,1133,61
false,9213,Unsure,2025-08-23T13:34:41.000Z,false,false,false,0,285,46065,1137,50
false,9214,Guessed,2025-04-25T12:31:20.000Z,false,false,false,0,316,46066,1264,23
false,9214,Unsure,2025-04-25T12:30:23.000Z,false,false,true,3,317,46067,1267,45
false,9214,Very Confident,2025-04-25T12:30:03.000Z,false,false,false,0,318,46068,1269,68
true,9214,Unsure,2025-04-25T12:31:12.000Z,false,false,true,2,319,46069,1276,65
false,9214,Unsure,2025-04-25T12:31:59.000Z,false,false,true,1,320,46070,1277,27
false,9215,Confident,2025-09-20T20:27:09.000Z,false,true,false,0,371,46071,1484,52
false,9215,Unsure,2025-09-20T20:26:18.000Z,false,false,true,1,372,46072,1486,6
false,9215,Confident,2025-09-20T20:24:53.000Z,false,false,true,1,373,46073,1490,89
true,9215,Confident,2025-09-20T20:25:32.000Z,false,false,false,0,374,46074,1496,25
false,9215,Unsure,2025-09-20T20:26:00.000Z,false,false,true,1,375,46075,1500,12
false,9216,Confident,2024-12-31T12:07:47.000Z,false,false,false,0,146,46076,581,12
false,9216,Confident,2024-12-31T12:08:18.000Z,false,false,false,0,147,46077,587,18
false,9216,Very Confident,2024-12-31T12:07:56.000Z,false,false,false,0,148,46078,591,76
false,9216,Confident,2024-12-31T12:08:41.000Z,false,false,false,0,149,46079,593,78
true,9216,Unsure,2024-12-31T12:05:51.000Z,false,true,false,0,150,46080,599,39
false,9217,Confident,2024-07-05T13:56:08.000Z,false,false,false,0,411,46081,1643,61
true,9217,Guessed,2024-07-05T13:56:16.000Z,false,false,false,0,412,46082,1647,23
false,9217,Unsure,2024-07-05T13:57:15.000Z,false,true,false,0,413,46083,1651,33
true,9217,Confident,2024-07-05T13:59:17.000Z,false,false,true,2,414,46084,1655,15
false,9217,Confident,2024-07-05T13:58:00.000Z,false,false,false,0,415,46085,1659,34
false,9218,Unsure,2025-08-25T18:40:35.000Z,false,false,false,0,526,46086,2103,43
false,9218,Very Confident,2025-08-25T18:42:47.000Z,false,false,false,0,527,46087,2105,62
false,9218,Unsure,2025-08-25T18:43:03.000Z,false,true,false,0,528,46088,2110,22
false,9218,Confident,2025-08-25T18:43:59.000Z,false,false,true,2,529,46089,2113,76
false,9218,Unsure,2025-08-25T18:43:13.000Z,false,false,false,0,530,46090,2118,6
false,9219,Unsure,2025-05-14T09:29:32.000Z,false,false,false,0,176,46091,704,76
false,9219,Confident,2025-05-14T09:28:29.000Z,true,false,false,0,177,46092,706,67
false,9219,Confident,2025-05-14T09:29:55.000Z,false,true,false,0,178,46093,712,34
true,9219,Guessed,2025-05-14T09:27:55.000Z,false,true,false,0,179,46094,714,62
false,9219,Unsure,2025-05-14T09:30:34.000Z,false,false,false,0,180,46095,717,52
false,9220,Unsure,2024-12-03T23:03:16.000Z,false,false,false,0,76,46096,301,58
false,9220,Guessed,2024-12-03T23:02:38.000Z,false,false,false,0,77,46097,307,85
false,9220,Confident,2024-12-03T23:03:07.000Z,false,false,false,0,78,46098,312,62
false,9220,Confident,2024-12-03T23:02:30.000Z,false,false,false,0,79,46099,315,37
false,9220,Confident,2024-12-03T23:02:18.000Z,false,false,false,0,80,46100,318,90
false,9221,Unsure,2024-11-25T09:10:45.000Z,false,false,false,0,536,46101,2142,15
false,9221,Confident,2024-11-25T09:12:15.000Z,false,false,false,0,537,46102,2145,49
false,9221,Unsure,2024-11-25T09:12:11.000Z,false,false,false,0,538,46103,2152,80
true,9221,Confident,2024-11-25T09:13:33.000Z,false,false,false,0,539,46104,2156,88
false,9221,Confident,2024-11-25T09:14:45.000Z,false,false,false,0,540,46105,2157,53
false,9222,Very Confident,2025-01-29T17:08:20.000Z,false,false,false,0,271,46106,1084,9
false,9222,Confident,2025-01-29T17:11:40.000Z,false,false,false,0,272,46107,1088,60
true,9222,Confident,2025-01-29T17:11:59.000Z,false,false,false,0,273,46108,1092,47
false,9222,Confident,2025-01-29T17:10:18.000Z,false,false,false,0,274,46109,1093,7
false,9222,Unsure,2025-01-29T17:08:40.000Z,false,false,false,0,275,46110,1098,68
false,9223,Confident,2024-07-18T22:10:39.000Z,true,true,true,1,161,46111,643,81
false,9223,Confident,2024-07-18T22:10:30.000Z,false,false,false,0,162,46112,645,56
false,9223,Guessed,2024-07-18T22:07:41.000Z,false,false,true,1,163,46113,650,33
false,9223,Confident,2024-07-18T22:10:55.000Z,false,false,true,1,164,46114,655,90
false,9223,Confident,2024-07-18T22:10:00.000Z,false,false,false,0,165,46115,658,74
false,9224,Unsure,2024-08-07T12:13:25.000Z,false,false,true,2,181,46116,724,51
false,9224,Confident,2024-08-07T12:15:44.000Z,false,false,false,0,182,46117,727,89
true,9224,Confident,2024-08-07T12:15:57.000Z,true,false,false,0,183,46118,731,74
false,9224,Confident,2024-08-07T12:16:36.000Z,false,false,false,0,184,46119,735,31
false,9224,Confident,2024-08-07T12:16:16.000Z,false,false,false,0,185,46120,739,71
true,9225,Confident,2025-02-06T14:41:58.000Z,false,false,true,1,566,46121,2263,19
false,9225,Confident,2025-02-06T14:42:04.000Z,false,false,false,0,567,46122,2266,24
false,9225,Very Confident,2025-02-06T14:42:20.000Z,false,false,false,0,568,46123,2272,27
false,9225,Confident,2025-02-06T14:42:40.000Z,false,true,true,3,569,46124,2275,72
false,9225,Unsure,2025-02-06T14:40:56.000Z,false,true,false,0,570,46125,2280,87
false,9226,Confident,2025-03-15T18:03:34.000Z,false,false,true,3,471,46126,1881,23
true,9226,Confident,2025-03-15T18:04:13.000Z,false,false,false,0,472,46127,1886,11
false,9226,Guessed,2025-03-15T18:03:31.000Z,false,false,false,0,473,46128,1890,11
false,9226,Unsure,2025-03-15T18:00:35.000Z,false,false,false,0,474,46129,1896,13
false,9226,Confident,2025-03-15T18:02:37.000Z,false,false,true,3,475,46130,1899,78
false,9227,Confident,2024-08-16T07:48:24.000Z,false,true,false,0,56,46131,224,13
false,9227,Confident,2024-08-16T07:46:16.000Z,false,false,true,2,57,46132,228,83
false,9227,Unsure,2024-08-16T07:50:52.000Z,false,false,false,0,58,46133,231,23
false,9227,Unsure,2024-08-16T07:48:25.000Z,false,true,true,2,59,46134,236,10
false,9227,Guessed,2024-08-16T07:47:17.000Z,false,false,false,0,60,46135,237,12
false,9228,Guessed,2025-06-17T11:18:13.000Z,false,false,false,0,516,46136,2064,84
false,9228,Unsure,2025-06-17T11:17:02.000Z,false,false,true,2,517,46137,2067,81
false,9228,Confident,2025-06-17T11:20:33.000Z,false,false,false,0,518,46138,2069,71
false,9228,Confident,2025-06-17T11:17:48.000Z,false,false,false,0,519,46139,2075,74
false,9228,Confident,2025-06-17T11:18:35.000Z,false,false,false,0,520,46140,2079,23
false,9229,Confident,2025-05-11T14:09:01.000Z,false,false,false,0,426,46141,1701,69
false,9229,Confident,2025-05-11T14:07:40.000Z,false,false,false,0,427,46142,1706,36
false,9229,Guessed,2025-05-11T14:09:29.000Z,false,false,false,0,428,46143,1709,65
false,9229,Unsure,2025-05-11T14:09:24.000Z,false,false,false,0,429,46144,1715,87
false,9229,Unsure,2025-05-11T14:11:42.000Z,false,false,false,0,430,46145,1718,66
true,9230,Confident,2025-10-10T10:46:54.000Z,false,false,false,0,136,46146,543,73
false,9230,Confident,2025-10-10T10:48:57.000Z,false,false,false,0,137,46147,548,46
true,9230,Confident,2025-10-10T10:50:07.000Z,false,false,true,1,138,46148,552,20
false,9230,Unsure,2025-10-10T10:49:47.000Z,false,false,false,0,139,46149,553,54
false,9230,Confident,2025-10-10T10:49:27.000Z,true,true,false,0,140,46150,559,90
true,9231,Unsure,2025-02-04T22:52:31.000Z,false,false,false,0,501,46151,2001,23
false,9231,Guessed,2025-02-04T22:51:41.000Z,false,false,true,1,502,46152,2007,36
false,9231,Confident,2025-02-04T22:50:57.000Z,false,false,false,0,503,46153,2011,81
false,9231,Very Confident,2025-02-04T22:50:17.000Z,false,false,false,0,504,46154,2016,14
false,9231,Very Confident,2025-02-04T22:54:41.000Z,false,false,false,0,505,46155,2017,49
false,9232,Confident,2024-12-05T18:52:47.000Z,false,false,true,2,281,46156,1121,52
false,9232,Very Confident,2024-12-05T18:52:28.000Z,false,false,false,0,282,46157,1126,79
false,9232,Confident,2024-12-05T18:54:39.000Z,false,false,false,0,283,46158,1132,62
false,9232,Confident,2024-12-05T18:51:47.000Z,true,false,true,2,284,46159,1136,16
true,9232,Confident,2024-12-05T18:55:59.000Z,false,false,false,0,285,46160,1139,16
false,9233,Very Confident,2025-04-02T17:49:34.000Z,false,false,false,0,401,46161,1603,82
false,9233,Confident,2025-04-02T17:47:21.000Z,false,false,false,0,402,46162,1606,21
false,9233,Confident,2025-04-02T17:51:59.000Z,false,false,false,0,403,46163,1610,25
false,9233,Very Confident,2025-04-02T17:49:46.000Z,false,false,true,2,404,46164,1614,80
false,9233,Guessed,2025-04-02T17:50:55.000Z,false,false,true,3,405,46165,1617,80
false,9234,Confident,2024-11-15T21:47:40.000Z,false,false,false,0,276,46166,1103,86
true,9234,Very Confident,2024-11-15T21:48:32.000Z,false,false,false,0,277,46167,1105,19
true,9234,Unsure,2024-11-15T21:46:18.000Z,false,false,false,0,278,46168,1112,60
false,9234,Confident,2024-11-15T21:48:22.000Z,false,false,true,1,279,46169,1116,6
false,9234,Unsure,2024-11-15T21:46:11.000Z,false,false,false,0,280,46170,1119,66
false,9235,Unsure,2024-09-02T09:43:38.000Z,false,true,false,0,396,46171,1581,63
false,9235,Confident,2024-09-02T09:40:07.000Z,false,false,true,2,397,46172,1587,6
true,9235,Very Confident,2024-09-02T09:41:19.000Z,false,false,true,1,398,46173,1592,40
false,9235,Confident,2024-09-02T09:41:07.000Z,false,false,false,0,399,46174,1594,17
false,9235,Confident,2024-09-02T09:42:30.000Z,false,false,false,0,400,46175,1600,56
false,9236,Guessed,2024-10-01T15:45:38.000Z,false,true,false,0,566,46176,2261,28
false,9236,Unsure,2024-10-01T15:41:59.000Z,false,false,false,0,567,46177,2265,89
true,9236,Very Confident,2024-10-01T15:45:50.000Z,false,true,false,0,568,46178,2272,69
false,9236,Unsure,2024-10-01T15:43:37.000Z,false,false,false,0,569,46179,2273,31
false,9236,Guessed,2024-10-01T15:42:28.000Z,false,true,false,0,570,46180,2278,29
false,9237,Confident,2024-06-17T12:27:08.000Z,true,false,false,0,511,46181,2041,16
true,9237,Confident,2024-06-17T12:29:27.000Z,false,false,false,0,512,46182,2045,13
false,9237,Confident,2024-06-17T12:30:12.000Z,false,false,false,0,513,46183,2050,36
false,9237,Unsure,2024-06-17T12:26:48.000Z,false,false,false,0,514,46184,2055,31
false,9237,Guessed,2024-06-17T12:27:01.000Z,false,true,false,0,515,46185,2060,75
false,9238,Very Confident,2024-12-26T21:46:41.000Z,false,false,false,0,101,46186,403,60
true,9238,Unsure,2024-12-26T21:48:11.000Z,false,false,true,3,102,46187,407,73
false,9238,Guessed,2024-12-26T21:44:21.000Z,false,false,false,0,103,46188,409,45
true,9238,Guessed,2024-12-26T21:46:24.000Z,false,false,false,0,104,46189,413,88
false,9238,Confident,2024-12-26T21:47:42.000Z,false,false,false,0,105,46190,419,63
false,9239,Confident,2025-02-08T08:36:28.000Z,false,false,false,0,186,46191,742,48
false,9239,Very Confident,2025-02-08T08:37:03.000Z,false,false,false,0,187,46192,748,31
false,9239,Unsure,2025-02-08T08:34:52.000Z,false,false,false,0,188,46193,750,56
false,9239,Guessed,2025-02-08T08:35:00.000Z,false,false,false,0,189,46194,753,11
false,9239,Unsure,2025-02-08T08:35:55.000Z,false,false,false,0,190,46195,757,13
false,9240,Very Confident,2024-11-12T09:13:12.000Z,false,false,true,2,321,46196,1283,55
false,9240,Unsure,2024-11-12T09:13:23.000Z,false,false,false,0,322,46197,1286,46
true,9240,Very Confident,2024-11-12T09:15:46.000Z,false,false,true,1,323,46198,1289,40
false,9240,Very Confident,2024-11-12T09:14:51.000Z,false,false,false,0,324,46199,1294,57
false,9240,Unsure,2024-11-12T09:15:17.000Z,false,false,false,0,325,46200,1298,48
false,9241,Confident,2024-11-20T11:23:03.000Z,false,false,false,0,491,46201,1963,63
false,9241,Very Confident,2024-11-20T11:21:19.000Z,false,false,true,3,492,46202,1967,88
false,9241,Unsure,2024-11-20T11:21:33.000Z,false,false,true,2,493,46203,1972,53
true,9241,Confident,2024-11-20T11:22:48.000Z,false,true,false,0,494,46204,1976,67
false,9241,Confident,2024-11-20T11:21:08.000Z,false,true,true,2,495,46205,1977,24
false,9242,Unsure,2024-07-16T22:06:59.000Z,false,false,false,0,306,46206,1223,41
false,9242,Very Confident,2024-07-16T22:07:37.000Z,false,false,true,2,307,46207,1225,33
false,9242,Very Confident,2024-07-16T22:06:40.000Z,false,false,false,0,308,46208,1229,25
false,9242,Confident,2024-07-16T22:05:18.000Z,false,false,false,0,309,46209,1236,86
false,9242,Confident,2024-07-16T22:09:10.000Z,false,false,false,0,310,46210,1239,27
false,9243,Confident,2025-07-26T06:39:06.000Z,false,false,false,0,271,46211,1082,7
false,9243,Very Confident,2025-07-26T06:39:47.000Z,false,false,true,1,272,46212,1087,69
true,9243,Confident,2025-07-26T06:39:33.000Z,false,true,false,0,273,46213,1091,48
false,9243,Confident,2025-07-26T06:42:02.000Z,false,false,false,0,274,46214,1095,34
false,9243,Unsure,2025-07-26T06:40:41.000Z,false,false,false,0,275,46215,1099,14
